15,0,1000
17,0,998.516
19,0,998.198
21,0,993.184
23,0,985.118
25,0,972.308
27,0,908.675
29,0,756.296
31,0,578.066
33,0,405.964
35,0,296.612
37,0,238.499
39,0,194.75
41,0,176.339
43,0,148.098
45,0,124.831
47,0,114.599
49,0,102.179
51,0,88.899
53,0,77.061
55,0,68.482
57,0,56.644
59,0,58.452
61,0,57.099
63,0,50.122
65,0,42.907
67,0,41.625
69,0,39.787
71,0,32.469
73,0,30.443
75,0,27.986
15,50,999.585
17,50,999.09
19,50,997.745
21,50,992.944
23,50,982.341
25,50,963.411
27,50,904.432
29,50,762.592
31,50,567.921
33,50,403.732
35,50,301.49
37,50,256.998
39,50,210.401
41,50,165.609
43,50,150.691
45,50,117.497
47,50,113.235
49,50,95.599
51,50,86.163
53,50,78.685
55,50,72.479
57,50,60.663
59,50,57.408
61,50,53.911
63,50,43.303
65,50,42.57
67,50,38.151
69,50,36.684
71,50,32.934
73,50,32.872
75,50,26.285
15,100,1000
17,100,999.258
19,100,998.05
21,100,995.339
23,100,992.562
25,100,965.292
27,100,914.566
29,100,779.95
31,100,586.674
33,100,428.606
35,100,304.064
37,100,241.262
39,100,191.912
41,100,168.356
43,100,148.981
45,100,127.156
47,100,115.375
49,100,95.691
51,100,89.626
53,100,79.277
55,100,71.796
57,100,66.121
59,100,55.687
61,100,52.024
63,100,43.825
65,100,39.532
67,100,38.317
69,100,34.742
71,100,32.495
73,100,29.454
75,100,28.046
15,150,999.344
17,150,1000
19,150,998.67
21,150,995.47
23,150,993.482
25,150,974.242
27,150,916.668
29,150,763.998
31,150,588.763
33,150,413.824
35,150,301.029
37,150,233.712
39,150,186.863
41,150,169.67
43,150,150.485
45,150,123.486
47,150,106.587
49,150,100.361
51,150,87.241
53,150,78.399
55,150,66.445
57,150,61.311
59,150,51.249
61,150,51.728
63,150,46.876
65,150,44.059
67,150,39.637
69,150,36.451
71,150,34.022
73,150,31.925
75,150,27.26
15,200,999.718
17,200,999.336
19,200,998.138
21,200,994.439
23,200,991.29
25,200,971.089
27,200,920.056
29,200,796.009
31,200,605.472
33,200,413.217
35,200,310.5
37,200,248.978
39,200,209.372
41,200,174.419
43,200,140.434
45,200,124.091
47,200,112.387
49,200,98.434
51,200,89.7
53,200,76.666
55,200,71.78
57,200,60.253
59,200,58.385
61,200,48.525
63,200,47.2
65,200,39.74
67,200,36.542
69,200,37.43
71,200,31.317
73,200,28.688
75,200,30.841
15,250,999.16
17,250,999.551
19,250,999.301
21,250,997.157
23,250,991.999
25,250,982.113
27,250,934.121
29,250,811.956
31,250,631.094
33,250,432.989
35,250,312.942
37,250,236.918
39,250,200.509
41,250,172.614
43,250,141.781
45,250,136.898
47,250,109.447
49,250,97.18
51,250,81.621
53,250,85.846
55,250,69.908
57,250,62.413
59,250,55.226
61,250,50.297
63,250,45.57
65,250,43.983
67,250,34.293
69,250,34.705
71,250,31.129
73,250,31.07
75,250,24.773
15,300,999.807
17,300,999.402
19,300,998.788
21,300,997.767
23,300,992.052
25,300,978.172
27,300,937.734
29,300,826.557
31,300,636.166
33,300,426.697
35,300,323.469
37,300,242.701
39,300,211.432
41,300,163.132
43,300,142.813
45,300,130.569
47,300,102.66
49,300,100.896
51,300,86.844
53,300,79.091
55,300,74.481
57,300,61.517
59,300,57.556
61,300,49.923
63,300,46.652
65,300,40.424
67,300,38.087
69,300,36.008
71,300,31.416
73,300,29.321
75,300,27.945
15,350,999.883
17,350,999.586
19,350,998.477
21,350,998.236
23,350,994.906
25,350,982.232
27,350,945.861
29,350,845.846
31,350,654.312
33,350,439.897
35,350,316.406
37,350,233.034
39,350,208.688
41,350,177.285
43,350,147.178
45,350,132.6
47,350,120.947
49,350,95.053
51,350,88.614
53,350,75.25
55,350,69.798
57,350,60.582
59,350,56.703
61,350,52.645
63,350,45.767
65,350,43.108
67,350,41.541
69,350,34.207
71,350,31.043
73,350,32.658
75,350,28.973
15,400,1000
17,400,999.852
19,400,999.737
21,400,999.087
23,400,996.413
25,400,986.935
27,400,956.5
29,400,871.552
31,400,650.375
33,400,457.236
35,400,334.271
37,400,253.086
39,400,203.549
41,400,176.181
43,400,150.563
45,400,133.813
47,400,117.214
49,400,103.436
51,400,89.472
53,400,76.604
55,400,69.573
57,400,63.141
59,400,56.492
61,400,50.285
63,400,42.165
65,400,43.485
67,400,40.648
69,400,33.844
71,400,33.6
73,400,29.345
75,400,31.082
15,450,1000
17,450,1000
19,450,999.707
21,450,998.78
23,450,997.93
25,450,992.283
27,450,970.107
29,450,882.829
31,450,717.92
33,450,490.049
35,450,328.408
37,450,261.94
39,450,216.979
41,450,167.963
43,450,138.793
45,450,132.238
47,450,127.017
49,450,96.776
51,450,84.389
53,450,78.213
55,450,64.81
57,450,60.239
59,450,54.85
61,450,52.166
63,450,47.299
65,450,43.404
67,450,36.732
69,450,36.141
71,450,32.782
73,450,31.018
75,450,28.688
15,500,999.986
17,500,1000
19,500,1000
21,500,999.936
23,500,999.251
25,500,994.774
27,500,979.863
29,500,905.92
31,500,766.771
33,500,548.607
35,500,409.087
37,500,301.415
39,500,249.187
41,500,192.445
43,500,170.331
45,500,141.85
47,500,117.322
49,500,101.674
51,500,87.869
53,500,79.796
55,500,66.644
57,500,58.82
59,500,54.696
61,500,50.852
63,500,43.985
65,500,44.117
67,500,38.369
69,500,36.975
71,500,33.988
73,500,28.366
75,500,28.405
